Facultad,Docente,Código Plan,Carrera,Id Asignatura,Asignatura,Sección,¿Que opina del profesor?,Sentimiento,% Sentimiento,Emocion,% Emocion,Discurso_Odio,Prob_Odio,Prob_Dirigido,Prob_Agresivo
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3327,CALCULO III,211,el mejor profesor que e tenido.,Positivo,0.9516,Alegría,0.9196,No detectado,0.0112,0.0107,0.0078
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3327,CALCULO III,210,el mejor profesor que e tenio hasta el momento.,Positivo,0.9089,Otro,0.6208,No detectado,0.0091,0.0078,0.0065
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,el mejor profesor que he tenido.,Positivo,0.9552,Alegría,0.9549,No detectado,0.0101,0.0100,0.0074
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),14700,INTRODUCCION A LA FISICA,211,"el profesor asumí­a que habí­a conocimiento pleno en los contenidos, por lo que explicaba por encima los trabajos y dejaba a los estudiantes únicamente trabajando, para los informes tampoco entregaba el formato en el que los quería.",Negativo,0.5402,Otro,0.9914,No detectado,0.0322,0.0050,0.0164
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,"el profesor ayuda y explica de manera calmada y tranquila a los estudiantes, la mayor parte del tiempo cumplió con el rol de ejercitación, el único aspecto negativo de la asignatura es la falta de comunicación entre lo teórico y el ejercitarlo.",Negativo,0.4836,Otro,0.9901,No detectado,0.0194,0.0057,0.0092
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,14700,INTRODUCCION A LA FISICA,211,el profesor entrega actividades para desarrollar el laboratorio final del semestre al cual no realiza la clase de explicación y solo nos deja con la guí­a del tema teórico y solo terminamos trabajando con la guía sin ninguna explicación por parte del profesor.,Negativo,0.9007,Otro,0.9941,No detectado,0.0358,0.0086,0.0177
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,211,el profesor explica muy bien la asignatura.,Positivo,0.9434,Otro,0.9951,No detectado,0.0226,0.0090,0.0087
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,212,"el profesor explica super bien su materia, te explica si no entiendes.",Negativo,0.5606,Otro,0.9933,No detectado,0.0193,0.0085,0.0103
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,enseña bien.,Positivo,0.6398,Otro,0.5826,No detectado,0.0443,0.0204,0.0361
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,es un buen profesor.,Positivo,0.9536,Otro,0.9379,No detectado,0.0156,0.0106,0.0089
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,212,es un buen profesor solo que senti que los que no sabiamos nos pudo haber dado consejos o enseñarnos de alguna manera u poco mas basica para introducirnos en la materia.,Positivo,0.4986,Otro,0.9800,No detectado,0.0225,0.0091,0.0111
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,14700,INTRODUCCION A LA FISICA,211,es un excelente profesor.,Positivo,0.9733,Otro,0.8744,No detectado,0.0116,0.0095,0.0075
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,"es una persona muy agradable al igual que sus clases, presenta una muy buena disposición a enseñar en esta asignatura.",Positivo,0.9756,Alegría,0.9323,No detectado,0.0114,0.0078,0.0067
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,estuvo bien.,Positivo,0.8318,Otro,0.7163,No detectado,0.0630,0.0275,0.0503
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,excelente.,Positivo,0.8434,Alegría,0.9649,No detectado,0.0368,0.0149,0.0255
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,excelente.,Positivo,0.8434,Alegría,0.9649,No detectado,0.0368,0.0149,0.0255
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,58000,INTRODUCCION A LAS MATEMATICAS,231,excelente.,Positivo,0.8434,Alegría,0.9649,No detectado,0.0368,0.0149,0.0255
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,211,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3333,ECUACIONES DIFERENCIALES,211,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3333,ECUACIONES DIFERENCIALES,210,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3327,CALCULO III,211,excelente profesor recomendado.,Positivo,0.9548,Alegría,0.6133,No detectado,0.0134,0.0103,0.0110
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3327,CALCULO III,210,excelente profesor recomendado.,Positivo,0.9548,Alegría,0.6133,No detectado,0.0134,0.0103,0.0110
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,excelente profesor.,Positivo,0.9060,Alegría,0.9409,No detectado,0.0124,0.0121,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,211,explica bien.,Positivo,0.5603,Otro,0.8542,No detectado,0.0433,0.0177,0.0324
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,explica bien.,Positivo,0.5603,Otro,0.8542,No detectado,0.0433,0.0177,0.0324
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,14700,INTRODUCCION A LA FISICA,211,explica bien y responde todas las dudas sobre el tema de la clase.,Positivo,0.5756,Otro,0.9952,No detectado,0.0132,0.0088,0.0070
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,58000,INTRODUCCION A LAS MATEMATICAS,231,explica muy bien.,Positivo,0.9365,Otro,0.8551,No detectado,0.0212,0.0124,0.0138
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,212,explica muy bien.,Positivo,0.9365,Otro,0.8551,No detectado,0.0212,0.0124,0.0138
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),14700,INTRODUCCION A LA FISICA,211,"explicaciones vagas acerca de las evaluaciones (instrucciones en un word), esto ocurrí­a cuando no teniamos clases con el (se enfermaba o se suspendian las clases).",Negativo,0.8283,Otro,0.9883,No detectado,0.0492,0.0046,0.0161
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,212,bueno.,Neutral,0.4849,Otro,0.8337,No detectado,0.0527,0.0147,0.0360
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,gran profesor.,Positivo,0.8978,Alegría,0.5446,No detectado,0.0136,0.0122,0.0107
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,14700,INTRODUCCION A LA FISICA,211,la enseñanza del profesor nose comprende.,Negativo,0.7913,Otro,0.9825,No detectado,0.0554,0.0216,0.0218
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,58000,INTRODUCCION A LAS MATEMATICAS,231,"la materia es dificil, pero enseña de manera facil para entenderla.",Neutral,0.5505,Otro,0.9572,No detectado,0.0965,0.0202,0.0295
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,llll.,Neutral,0.5813,Alegría,0.6224,No detectado,0.0404,0.0201,0.0255
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,muy atento.,Positivo,0.7841,Otro,0.7069,No detectado,0.0315,0.0164,0.0211
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,211,muy atento con nuestro aprendizaje.,Positivo,0.8705,Otro,0.9643,No detectado,0.0164,0.0078,0.0088
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3333,ECUACIONES DIFERENCIALES,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3333,ECUACIONES DIFERENCIALES,211,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3333,ECUACIONES DIFERENCIALES,210,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,muy buen profesor.,Positivo,0.9677,Alegría,0.9051,No detectado,0.0123,0.0104,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,muy buen profesor para enseñar a sus alumnos.,Positivo,0.9675,Alegría,0.5122,No detectado,0.0146,0.0089,0.0093
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,"muy buen profesor, responsable y preocupado por sus alumnos.",Positivo,0.9648,Alegría,0.6552,No detectado,0.0118,0.0110,0.0086
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,3327,CALCULO III,211,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,58000,INTRODUCCION A LAS MATEMATICAS,231,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,14700,INTRODUCCION A LA FISICA,211,muy flexible y comprensivo.,Positivo,0.8646,Otro,0.6551,No detectado,0.0488,0.0287,0.0186
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,muy paciente para enseñar.,Neutral,0.4817,Otro,0.8760,No detectado,0.0279,0.0190,0.0144
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,nada.,Neutral,0.4837,Otro,0.8243,No detectado,0.0509,0.0136,0.0305
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,nada.,Neutral,0.4837,Otro,0.8243,No detectado,0.0509,0.0136,0.0305
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),14700,INTRODUCCION A LA FISICA,212,nada en especial que comentar.,Neutral,0.7573,Otro,0.9948,No detectado,0.0290,0.0145,0.0153
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,nada que aportar.,Negativo,0.4695,Otro,0.9710,No detectado,0.0579,0.0128,0.0249
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,nada que aportar.,Negativo,0.4695,Otro,0.9710,No detectado,0.0579,0.0128,0.0249
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,nada que aportar la verdad.,Negativo,0.6866,Otro,0.9790,No detectado,0.0277,0.0100,0.0127
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,nada que comentar.,Neutral,0.5775,Otro,0.9666,No detectado,0.0261,0.0192,0.0199
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,nada que decir.,Neutral,0.5090,Otro,0.8319,No detectado,0.0262,0.0117,0.0171
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IMS1,INGENIERIA CIVIL EN MINAS LA SERENA,58000,INTRODUCCION A LAS MATEMATICAS,231,"nos hacía reforzamiento de matemáticas, pero no enseñaba mucho en sus clases, aunque se nota que sabe bastante y sabe lo que hace, le faltó más comunicación con los alumnos, hacer más clases y ejercicios, en si es un buen profesor.",Positivo,0.4757,Otro,0.9421,No detectado,0.0161,0.0098,0.0106
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),14700,INTRODUCCION A LA FISICA,211,piola.,Neutral,0.5945,Otro,0.6025,No detectado,0.1150,0.0367,0.0565
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,profesor da a entender muy bien la materia.,Positivo,0.7668,Otro,0.9967,No detectado,0.0317,0.0120,0.0116
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,profesor da a entender muy bien la materia.,Positivo,0.7668,Otro,0.9967,No detectado,0.0317,0.0120,0.0116
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,"profesor dedicado y se nota que sabe muy bien lo que enseña,considerado al momento de tener dudas.",Positivo,0.8979,Otro,0.9804,No detectado,0.0111,0.0081,0.0073
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,profesor entrega buen conocimiento de la materia y siempre sube contenido al aula online.,Positivo,0.9332,Otro,0.9554,No detectado,0.0128,0.0073,0.0079
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,profesor entrega buen conocimiento de la materia y siempre sube contenido al aula online.,Positivo,0.9332,Otro,0.9554,No detectado,0.0128,0.0073,0.0079
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,profesor entrega buen conocimiento de la materia y siempre sube contenido al aula online.,Positivo,0.9332,Otro,0.9554,No detectado,0.0128,0.0073,0.0079
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,210,profesor entrega buen conocimiento de la materia y siempre sube contenido al aula online.,Positivo,0.9332,Otro,0.9554,No detectado,0.0128,0.0073,0.0079
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,profesor muy dedicado.,Positivo,0.9413,Alegría,0.5460,No detectado,0.0181,0.0129,0.0102
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,profesor muy dedicado en lo que hace.,Positivo,0.9520,Otro,0.8565,No detectado,0.0163,0.0106,0.0088
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,IC06,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA (LA SERENA),58000,INTRODUCCION A LAS MATEMATICAS,231,responsable.,Neutral,0.5166,Alegría,0.4232,No detectado,0.0724,0.0571,0.0626
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,211,súper bueno.,Positivo,0.6541,Alegría,0.6617,No detectado,0.0449,0.0208,0.0330
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3327,CALCULO III,210,súper bueno.,Positivo,0.6541,Alegría,0.6617,No detectado,0.0449,0.0208,0.0330
FACULTAD DE INGENIERIA Y ARQUITECTURA,SRZA,CI03,INGENIERÍA CIVIL INDUSTRIAL (LA SERENA),3333,ECUACIONES DIFERENCIALES,211,súper bueno.,Positivo,0.6541,Alegría,0.6617,No detectado,0.0449,0.0208,0.0330
